,danceability,valence,year,fedfundrate,UnemploymentRate,recession,election,US_GDP,year_1,State_prisons,fertility,DeathRate,S&P500
198,0.605,0.536,1962,2.7083333333333335,5.566666666666667,0,0,603.9214999999999,1962,194886.0,3.461,1323.6,-0.09
199,0.654,0.967,1962,2.7083333333333335,5.566666666666667,0,0,603.9214999999999,1962,194886.0,3.461,1323.6,-0.09
200,0.55,0.795,1962,2.7083333333333335,5.566666666666667,0,0,603.9214999999999,1962,194886.0,3.461,1323.6,-0.09
201,0.605,0.738,1962,2.7083333333333335,5.566666666666667,0,0,603.9214999999999,1962,194886.0,3.461,1323.6,-0.09
202,0.5489999999999999,0.72,1962,2.7083333333333335,5.566666666666667,0,0,603.9214999999999,1962,194886.0,3.461,1323.6,-0.09
203,0.816,0.912,1962,2.7083333333333335,5.566666666666667,0,0,603.9214999999999,1962,194886.0,3.461,1323.6,-0.09
204,0.628,0.5479999999999999,1962,2.7083333333333335,5.566666666666667,0,0,603.9214999999999,1962,194886.0,3.461,1323.6,-0.09
205,0.417,0.3525,1962,2.7083333333333335,5.566666666666667,0,0,603.9214999999999,1962,194886.0,3.461,1323.6,-0.09
206,0.76,0.68,1962,2.7083333333333335,5.566666666666667,0,0,603.9214999999999,1962,194886.0,3.461,1323.6,-0.09
207,0.2165,0.0616499999999999,1962,2.7083333333333335,5.566666666666667,0,0,603.9214999999999,1962,194886.0,3.461,1323.6,-0.09
208,0.639,0.7979999999999999,1962,2.7083333333333335,5.566666666666667,0,0,603.9214999999999,1962,194886.0,3.461,1323.6,-0.09
209,0.562,0.8390000000000001,1962,2.7083333333333335,5.566666666666667,0,0,603.9214999999999,1962,194886.0,3.461,1323.6,-0.09
210,0.322,0.378,1962,2.7083333333333335,5.566666666666667,0,0,603.9214999999999,1962,194886.0,3.461,1323.6,-0.09
211,0.456,0.841,1962,2.7083333333333335,5.566666666666667,0,0,603.9214999999999,1962,194886.0,3.461,1323.6,-0.09
212,0.51,0.821,1962,2.7083333333333335,5.566666666666667,0,0,603.9214999999999,1962,194886.0,3.461,1323.6,-0.09
213,0.7509999999999999,0.935,1962,2.7083333333333335,5.566666666666667,0,0,603.9214999999999,1962,194886.0,3.461,1323.6,-0.09
214,0.61,0.708,1962,2.7083333333333335,5.566666666666667,0,0,603.9214999999999,1962,194886.0,3.461,1323.6,-0.09
215,0.6125,0.5609999999999999,1962,2.7083333333333335,5.566666666666667,0,0,603.9214999999999,1962,194886.0,3.461,1323.6,-0.09
216,0.665,0.785,1962,2.7083333333333335,5.566666666666667,0,0,603.9214999999999,1962,194886.0,3.461,1323.6,-0.09
217,0.661,0.494,1962,2.7083333333333335,5.566666666666667,0,0,603.9214999999999,1962,194886.0,3.461,1323.6,-0.09
218,0.406,0.526,1962,2.7083333333333335,5.566666666666667,0,0,603.9214999999999,1962,194886.0,3.461,1323.6,-0.09
219,0.628,0.796,1962,2.7083333333333335,5.566666666666667,0,0,603.9214999999999,1962,194886.0,3.461,1323.6,-0.09
220,0.367,0.748,1962,2.7083333333333335,5.566666666666667,0,0,603.9214999999999,1962,194886.0,3.461,1323.6,-0.09
221,0.359,0.91,1962,2.7083333333333335,5.566666666666667,0,0,603.9214999999999,1962,194886.0,3.461,1323.6,-0.09
222,0.555,0.614,1962,2.7083333333333335,5.566666666666667,0,0,603.9214999999999,1962,194886.0,3.461,1323.6,-0.09
223,0.536,0.774,1962,2.7083333333333335,5.566666666666667,0,0,603.9214999999999,1962,194886.0,3.461,1323.6,-0.09
224,0.746,0.84,1962,2.7083333333333335,5.566666666666667,0,0,603.9214999999999,1962,194886.0,3.461,1323.6,-0.09
225,0.329,0.546,1962,2.7083333333333335,5.566666666666667,0,0,603.9214999999999,1962,194886.0,3.461,1323.6,-0.09
